"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"Inosine","Drug","CAD","KAWASAKI DISEASE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","SIRT1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","SIRT1","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","SIRT1","OSTEOARTHRITIS SUSCEPTIBILITY 1","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","SIRT1","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IRF5","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IRF5","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IRF5","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IRF1","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PTBP1","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PTBP1","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PTBP1","KAWASAKI DISEASE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL13","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL13","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","AHR","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","AHR","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","LGALS3","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","LGALS3","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","LGALS3","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL1B","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL1B","NASOPHARYNGEAL CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL1B","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL1B","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL1B","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","TNFRSF1B","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","CCL2","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","CCL2","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","CCL2","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","CCL2","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","CCL2","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PTEN","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PTEN","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PTEN","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PTEN","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PTEN","NASOPHARYNGEAL CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","TP53","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","TP53","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","TP53","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","RAPGEF3","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","HSPG2","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","HSPG2","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ACE","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ACE","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ACE","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","JUN","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","JUN","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","JUN","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","JUN","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PPARA","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PPARA","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PPARA","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","KEAP1","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","KEAP1","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","RELA","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","RELA","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","RELA","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL1A","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IL1A","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","EGFR","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","EGFR","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","EGFR","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IDO1","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","IDO1","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","NOTCH1","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","NOTCH1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MMP2","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MMP2","NASOPHARYNGEAL CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MMP2","KAWASAKI DISEASE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MMP9","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MMP9","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MMP9","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","KLF4","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","CDKN1A","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","CDKN1A","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","SLC2A1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","SLC2A1","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","SLC2A1","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","SLC2A1","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","TGFB1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","TGFB1","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","TGFB1","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MIR146A","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MIR146A","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MIR146A","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MIR146A","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MIR146A","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","NR1H4","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","NR1H4","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ADIPOQ","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ADIPOQ","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ADIPOQ","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PRRT2","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PRRT2","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PRKAA1","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PRKAA1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PRKAA1","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PRKAA1","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PRKAA1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","PRKAA1","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ASF1A","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","ASF1A","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK1","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK1","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK1","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK1","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK1","OSTEOARTHRITIS SUSCEPTIBILITY 1","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK1","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK1","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK1","NASOPHARYNGEAL CARCINOMA","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK1","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK1","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","MAPK1","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","AKT1","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","AKT1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Inosine","Drug","AKT1","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
