"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"SLC1A1","Gene","inhibitor","L-Î’-BA","Drug","DGidb","Drug-Gene Interation",""
"KCNQ2","Gene","activator","PIP2","Drug","DGidb","Drug-Gene Interation",""
"CCR2","Gene","antagonist","VIRAL MACROPHAGE INFLAMMATORY PROTEIN-II","Drug","DGidb","Drug-Gene Interation",""
"HTR6","Gene","antagonist","RO 63-0563","Drug","DGidb","Drug-Gene Interation",""
"SCN10A","Gene","blocker","ARTICAINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"FLT1","Gene","inhibitor","DOVITINIB","Drug","DGidb","Drug-Gene Interation",""
"MPL","Gene","agonist","ROMIPLOSTIM","Drug","DGidb","Drug-Gene Interation",""
"KDR","Gene","inhibitor","Henatinib","Drug","DGidb","Drug-Gene Interation",""
"CHRNA10","Gene","antagonist","Î‘-CONOTOXIN RGIA","Drug","DGidb","Drug-Gene Interation",""
"PRKCG","Gene","inhibitor","RUBOXISTAURIN","Drug","DGidb","Drug-Gene Interation",""
"PIK3C2B","Gene","inhibitor","BYL719","Drug","DGidb","Drug-Gene Interation",""
"PIK3C3","Gene","inhibitor","PKI-587","Drug","DGidb","Drug-Gene Interation",""
"AKT3","Gene","inhibitor","GSK2126458","Drug","DGidb","Drug-Gene Interation",""
"GRIA2","Gene","antagonist","PERAMPANEL","Drug","DGidb","Drug-Gene Interation",""
"TRPC3","Gene","blocker","NORGESTIMATE","Drug","DGidb","Drug-Gene Interation",""
"TOP2A","Gene","inhibitor","AMRUBICIN","Drug","DGidb","Drug-Gene Interation",""
"PIK3CB","Gene","inhibitor","KU-0060648","Drug","DGidb","Drug-Gene Interation",""
"HTR1A","Gene","partial agonist","BUSPIRONE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"KDR","Gene","inhibitor","Famitinib","Drug","DGidb","Drug-Gene Interation",""
"SCN9A","Gene","blocker","TETRODOTOXIN","Drug","DGidb","Drug-Gene Interation",""
"ADRB2","Gene","agonist","SOLABEGRON","Drug","DGidb","Drug-Gene Interation",""
"FRK","Gene","inhibitor","NINTEDANIB","Drug","DGidb","Drug-Gene Interation",""
"HSD11B1","Gene","inhibitor","BMS-823778","Drug","DGidb","Drug-Gene Interation",""
"RIPK2","Gene","inhibitor","GSK583","Drug","DGidb","Drug-Gene Interation",""
"ADRB1","Gene","agonist","DENOPAMINE","Drug","DGidb","Drug-Gene Interation",""
"P2RY6","Gene","agonist","UP3U","Drug","DGidb","Drug-Gene Interation",""
"BCAT2","Gene","inhibitor","COMPOUND 27","Drug","DGidb","Drug-Gene Interation","26938474"
"HDAC4","Gene","inhibitor","TMP269","Drug","DGidb","Drug-Gene Interation",""
"RIPK1","Gene","inhibitor","RIPA-56","Drug","DGidb","Drug-Gene Interation",""
"INSR","Gene","agonist","INSULIN ZINC SUSP RECOMBINANT HUMAN","Drug","DGidb","Drug-Gene Interation",""
"PSMD2","Gene","inhibitor","IXAZOMIB CITRATE","Drug","DGidb","Drug-Gene Interation",""
"IL6R","Gene","inhibitor","TOCILIZUMAB","Drug","DGidb","Drug-Gene Interation",""
"P2RY6","Gene","agonist","2MESATP","Drug","DGidb","Drug-Gene Interation",""
"ADRA1B","Gene","agonist","EPINEPHRINE","Drug","DGidb","Drug-Gene Interation",""
"EGFR","Gene","inhibitor","TESEVATINIB","Drug","DGidb","Drug-Gene Interation",""
"CSF1R","Gene","inhibitor","KI-20227","Drug","DGidb","Drug-Gene Interation",""
"TRPC3","Gene","activator","OAG","Drug","DGidb","Drug-Gene Interation",""
"RPS6KA3","Gene","inhibitor","COMPOUND 25B","Drug","DGidb","Drug-Gene Interation","22564207"
"SCN3A","Gene","blocker","DRONEDARONE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"NR3C1","Gene","agonist","METHYLPREDNISOLONE ACETATE","Drug","DGidb","Drug-Gene Interation",""
"FPR2","Gene","antagonist","COMPOUND 1754-31","Drug","DGidb","Drug-Gene Interation","23788657"
"DHFR","Gene","inhibitor","PRALATREXATE","Drug","DGidb","Drug-Gene Interation",""
"ABL1","Gene","inhibitor","COMPOUND 2C","Drug","DGidb","Drug-Gene Interation","24900538"
"KCNA10","Gene","blocker","VERAPAMIL","Drug","DGidb","Drug-Gene Interation",""
"AKT3","Gene","inhibitor","UPROSERTIB","Drug","DGidb","Drug-Gene Interation",""
"SLC2A1","Gene","allosteric modulator","COMPOUND 30","Drug","DGidb","Drug-Gene Interation","22468970"
"AVPR1A","Gene","antagonist","SRX251","Drug","DGidb","Drug-Gene Interation",""
"ROS1","Gene","inhibitor","HESPERADIN","Drug","DGidb","Drug-Gene Interation",""
"B4GALNT1","Gene","antibody","DINUTUXIMAB","Drug","DGidb","Drug-Gene Interation",""
"CDK9","Gene","inhibitor","SELICICLIB","Drug","DGidb","Drug-Gene Interation",""
"CHRNG","Gene","antagonist","ROCURONIUM BROMIDE","Drug","DGidb","Drug-Gene Interation",""
"TPSAB1","Gene","inhibitor","RWJ-56423","Drug","DGidb","Drug-Gene Interation",""
"PTGER3","Gene","agonist","DINOPROSTONE","Drug","DGidb","Drug-Gene Interation",""
"PTGER1","Gene","agonist","ILOPROST","Drug","DGidb","Drug-Gene Interation",""
"IGF1R","Gene","antibody","AMG-479","Drug","DGidb","Drug-Gene Interation",""
"GALR1","Gene","agonist","M242","Drug","DGidb","Drug-Gene Interation",""
"PRMT3","Gene","inhibitor","MS023","Drug","DGidb","Drug-Gene Interation",""
"GABRG2","Gene","positive modulator","ZALEPLON","Drug","DGidb","Drug-Gene Interation",""
"KIT","Gene","inhibitor","4'-N-BENZOYLSTAUROSPORINE","Drug","DGidb","Drug-Gene Interation",""
"PDE4B","Gene","inhibitor","CRISABOROLE","Drug","DGidb","Drug-Gene Interation",""
"CACNA1C","Gene","blocker","AMLODIPINE BESYLATE","Drug","DGidb","Drug-Gene Interation",""
"HTR2B","Gene","agonist","BW723C86","Drug","DGidb","Drug-Gene Interation",""
"PIK3CA","Gene","inhibitor","ACALISIB","Drug","DGidb","Drug-Gene Interation",""
"MCHR1","Gene","antagonist","GW803430","Drug","DGidb","Drug-Gene Interation",""
"LCK","Gene","inhibitor","PAZOPANIB HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"KDR","Gene","inhibitor","CS2164","Drug","DGidb","Drug-Gene Interation",""
"IDO1","Gene","inhibitor","LW106","Drug","DGidb","Drug-Gene Interation",""
"FGFR3","Gene","inhibitor","TAK-632","Drug","DGidb","Drug-Gene Interation",""
"NTRK2","Gene","inhibitor","CEP-11981","Drug","DGidb","Drug-Gene Interation",""
"TTK","Gene","inhibitor","RO3280","Drug","DGidb","Drug-Gene Interation",""
"KCNA5","Gene","blocker","FLECAINIDE","Drug","DGidb","Drug-Gene Interation",""
"HRH1","Gene","antagonist","KETOTIFEN","Drug","DGidb","Drug-Gene Interation",""
"PIM1","Gene","inhibitor","LGH-447","Drug","DGidb","Drug-Gene Interation",""
"KLK3","Gene","inhibitor","ECALLANTIDE","Drug","DGidb","Drug-Gene Interation",""
"ERBB2","Gene","inhibitor","OSIMERTINIB MESYLATE","Drug","DGidb","Drug-Gene Interation",""
"CHRNB2","Gene","agonist","NICOTINE","Drug","DGidb","Drug-Gene Interation",""
"LCK","Gene","inhibitor","WH-4-023","Drug","DGidb","Drug-Gene Interation",""
"PIK3CB","Gene","inhibitor","BYL719","Drug","DGidb","Drug-Gene Interation",""
"ADRA2B","Gene","antagonist","TERGURIDE","Drug","DGidb","Drug-Gene Interation",""
"EGFR","Gene","inhibitor","DACOMITINIB","Drug","DGidb","Drug-Gene Interation",""
"HRH1","Gene","antagonist","HYDROXYZINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"PTGER4","Gene","agonist","MRE-269","Drug","DGidb","Drug-Gene Interation",""
"ADRA1A","Gene","agonist","(-)-NORADRENALINE","Drug","DGidb","Drug-Gene Interation",""
"BLK","Gene","inhibitor","COMPOUND 2","Drug","DGidb","Drug-Gene Interation","15546730"
"GJB3","Gene","inhibitor","OCTANOL","Drug","DGidb","Drug-Gene Interation",""
"OPRM1","Gene","antagonist","SAMIDORPHAN","Drug","DGidb","Drug-Gene Interation",""
"CDK2","Gene","inhibitor","ICEC0942","Drug","DGidb","Drug-Gene Interation",""
"FPR2","Gene","agonist","RVD1-ME","Drug","DGidb","Drug-Gene Interation",""
"HRH1","Gene","antagonist","(-)-TRANS-H2-PAT","Drug","DGidb","Drug-Gene Interation",""
"NDUFB6","Gene","inhibitor","NV-128","Drug","DGidb","Drug-Gene Interation",""
"GRIN1","Gene","antagonist","AV-101","Drug","DGidb","Drug-Gene Interation",""
"CASR","Gene","modulator","TECALCET HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"CSNK1E","Gene","inhibitor","UMBRALISIB","Drug","DGidb","Drug-Gene Interation",""
"PTGS1","Gene","inhibitor","PHENYLBUTAZONE","Drug","DGidb","Drug-Gene Interation",""
"AR","Gene","agonist","TESTOSTERONE PROPIONATE","Drug","DGidb","Drug-Gene Interation",""
"NTRK3","Gene","inhibitor","REPOTRECTINIB","Drug","DGidb","Drug-Gene Interation",""
"ADORA2A","Gene","antagonist","THEOPHYLLINE","Drug","DGidb","Drug-Gene Interation",""
"GRIN2D","Gene","blocker","MG2+","Drug","DGidb","Drug-Gene Interation",""
"AURKB","Gene","inhibitor","TOZASERTIB","Drug","DGidb","Drug-Gene Interation",""
"EZH2","Gene","inhibitor","EI1","Drug","DGidb","Drug-Gene Interation",""
"MERTK","Gene","inhibitor","UNC4203","Drug","DGidb","Drug-Gene Interation",""
"HDAC9","Gene","inhibitor","SB939","Drug","DGidb","Drug-Gene Interation",""
"GABRA1","Gene","allosteric modulator","MRK016","Drug","DGidb","Drug-Gene Interation",""
"GLRA1","Gene","antagonist","STRYCHNINE","Drug","DGidb","Drug-Gene Interation",""
"TYMS","Gene","inhibitor","PEMETREXED DISODIUM","Drug","DGidb","Drug-Gene Interation",""
"RIPK1","Gene","inhibitor","COMPOUND 21","Drug","DGidb","Drug-Gene Interation","24900635"
"ESR1","Gene","agonist,antagonist","TAMOXIFEN","Drug","DGidb","Drug-Gene Interation",""
"GRIA1","Gene","antagonist","ATPO","Drug","DGidb","Drug-Gene Interation",""
"SCN10A","Gene","blocker","FOSPHENYTOIN SODIUM","Drug","DGidb","Drug-Gene Interation",""
"KCNQ4","Gene","inhibitor","XE991","Drug","DGidb","Drug-Gene Interation",""
"PTGDR2","Gene","agonist","INDOMETHACIN","Drug","DGidb","Drug-Gene Interation",""
"TRPV1","Gene","antagonist","PAC-14028","Drug","DGidb","Drug-Gene Interation",""
"FPR2","Gene","antagonist","FPRL1-INHIBITOR PROTEIN","Drug","DGidb","Drug-Gene Interation",""
"ADRB2","Gene","agonist","ISOPROTERENOL SULFATE","Drug","DGidb","Drug-Gene Interation",""
"PIK3C2B","Gene","inhibitor","BAY80-6946","Drug","DGidb","Drug-Gene Interation",""
"ERN1","Gene","inhibitor","COMPOUND 34","Drug","DGidb","Drug-Gene Interation","24749861"
"SCN1A","Gene","blocker","RUFINAMIDE","Drug","DGidb","Drug-Gene Interation",""
"MAP2K1","Gene","allosteric modulator","TAK-733","Drug","DGidb","Drug-Gene Interation",""
"SLC6A4","Gene","inhibitor","LEVOMILNACIPRAN","Drug","DGidb","Drug-Gene Interation",""
"MC4R","Gene","agonist","BREMELANOTIDE","Drug","DGidb","Drug-Gene Interation",""
"DRD4","Gene","agonist","DOPAMINE","Drug","DGidb","Drug-Gene Interation",""
"TYK2","Gene","inhibitor","FEDRATINIB","Drug","DGidb","Drug-Gene Interation",""
"ODC1","Gene","inhibitor","EFLORNITHINE HYDROCHLORIDE HYDRATE","Drug","DGidb","Drug-Gene Interation",""
"ALOX15","Gene","inhibitor","ML351","Drug","DGidb","Drug-Gene Interation",""
"TRPM1","Gene","blocker","ZN2+","Drug","DGidb","Drug-Gene Interation",""
"GRM2","Gene","allosteric modulator","AZD8529","Drug","DGidb","Drug-Gene Interation",""
"VEGFA","Gene","inhibitor","SORAFENIB TOSYLATE","Drug","DGidb","Drug-Gene Interation",""
"PTH2R","Gene","agonist","TERIPARATIDE","Drug","DGidb","Drug-Gene Interation",""
"TLR7","Gene","agonist","IMIQUIMOD","Drug","DGidb","Drug-Gene Interation",""
"HDAC1","Gene","inhibitor","TUBASTATIN A","Drug","DGidb","Drug-Gene Interation",""
"NDUFB9","Gene","inhibitor","NV-128","Drug","DGidb","Drug-Gene Interation",""
"PRKCA","Gene","inhibitor","ENZASTAURIN","Drug","DGidb","Drug-Gene Interation",""
"KIT","Gene","inhibitor","TANDUTINIB","Drug","DGidb","Drug-Gene Interation",""
"CRBN","Gene","inhibitor","POMALIDOMIDE","Drug","DGidb","Drug-Gene Interation",""
"HTR1E","Gene","agonist","5-MEO-DMT","Drug","DGidb","Drug-Gene Interation",""
"HRH3","Gene","antagonist","GSK189254","Drug","DGidb","Drug-Gene Interation",""
"AGTR2","Gene","agonist","ANGIOTENSIN III","Drug","DGidb","Drug-Gene Interation",""
"PSMC2","Gene","inhibitor","BORTEZOMIB","Drug","DGidb","Drug-Gene Interation",""
"CA1","Gene","inhibitor","ACETAZOLAMIDE SODIUM","Drug","DGidb","Drug-Gene Interation",""
"RXFP1","Gene","agonist","RELAXIN","Drug","DGidb","Drug-Gene Interation",""
"PIK3CG","Gene","inhibitor","PI 3-KG INHIBITOR II","Drug","DGidb","Drug-Gene Interation",""
"CHRM2","Gene","allosteric modulator","GÃ– 7874","Drug","DGidb","Drug-Gene Interation",""
"S1PR5","Gene","agonist","SIPONIMOD","Drug","DGidb","Drug-Gene Interation",""
"OPRD1","Gene","antagonist","METHYLNALTREXONE","Drug","DGidb","Drug-Gene Interation",""
"CDK8","Gene","inhibitor","PONATINIB","Drug","DGidb","Drug-Gene Interation",""
"PSMA2","Gene","inhibitor","IXAZOMIB CITRATE","Drug","DGidb","Drug-Gene Interation",""
"HRH1","Gene","agonist","2-(3-BROMOPHENYL)HISTAMINE","Drug","DGidb","Drug-Gene Interation",""
"FLT4","Gene","inhibitor","VANDETANIB","Drug","DGidb","Drug-Gene Interation",""
"DRD2","Gene","antagonist","ILOPERIDONE","Drug","DGidb","Drug-Gene Interation",""
"ADRB1","Gene","agonist","(-)-RO 363","Drug","DGidb","Drug-Gene Interation",""
"EDNRA","Gene","agonist","[18F]ET-1 (HUMAN, MOUSE, RAT)","Drug","DGidb","Drug-Gene Interation",""
"SRC","Gene","inhibitor","PD-0166285","Drug","DGidb","Drug-Gene Interation",""
"KCNK9","Gene","inhibitor","R-(+)-METHANANDAMIDE","Drug","DGidb","Drug-Gene Interation",""
"HDAC2","Gene","inhibitor","SCRIPTAID","Drug","DGidb","Drug-Gene Interation",""
"HIPK2","Gene","inhibitor","COMPOUND 1A","Drug","DGidb","Drug-Gene Interation","24900749"
"MAP2K2","Gene","allosteric modulator","COBIMETINIB","Drug","DGidb","Drug-Gene Interation",""
"AURKA","Gene","inhibitor","ALISERTIB","Drug","DGidb","Drug-Gene Interation",""
"FSHR","Gene","agonist","HUMAN FSH","Drug","DGidb","Drug-Gene Interation",""
"ACHE","Gene","inhibitor","ISOFLUROPHATE","Drug","DGidb","Drug-Gene Interation",""
"DRD1","Gene","antagonist","METHYLERGONOVINE MALEATE","Drug","DGidb","Drug-Gene Interation",""
"KDR","Gene","inhibitor","FORETINIB","Drug","DGidb","Drug-Gene Interation",""
"NR1H2","Gene","agonist","DESMOSTEROL","Drug","DGidb","Drug-Gene Interation",""
"VIPR2","Gene","agonist","HELODERMIN","Drug","DGidb","Drug-Gene Interation",""
"CHRM3","Gene","antagonist","GLYCOPYRROLATE BROMIDE","Drug","DGidb","Drug-Gene Interation",""
"SLC12A1","Gene","inhibitor","ETHACRYNATE SODIUM","Drug","DGidb","Drug-Gene Interation",""
"GRPR","Gene","agonist","BOMBESIN","Drug","DGidb","Drug-Gene Interation",""
"PTGER4","Gene","agonist","CARBACYCLIN","Drug","DGidb","Drug-Gene Interation",""
"DRD3","Gene","agonist","PERGOLIDE MESYLATE","Drug","DGidb","Drug-Gene Interation",""
"GRM8","Gene","agonist","EGLUMEGAD","Drug","DGidb","Drug-Gene Interation",""
"AURKB","Gene","inhibitor","AT-9283","Drug","DGidb","Drug-Gene Interation",""
"BTK","Gene","inhibitor","CNX-774","Drug","DGidb","Drug-Gene Interation",""
"AURKA","Gene","inhibitor","PF-03814735","Drug","DGidb","Drug-Gene Interation",""
"ADRB3","Gene","agonist","EPINEPHRINE","Drug","DGidb","Drug-Gene Interation",""
"OPRL1","Gene","agonist","UFP-102","Drug","DGidb","Drug-Gene Interation",""
"TRPC3","Gene","blocker","LA3+","Drug","DGidb","Drug-Gene Interation",""
"LCK","Gene","inhibitor","COMPOUND 19A","Drug","DGidb","Drug-Gene Interation","21855335"
"ADRB2","Gene","agonist","SALMETEROL","Drug","DGidb","Drug-Gene Interation",""
"HTR2B","Gene","antagonist","SB 224289","Drug","DGidb","Drug-Gene Interation",""
"HTR1D","Gene","agonist","ZOLMITRIPTAN","Drug","DGidb","Drug-Gene Interation",""
"NT5E","Gene","inhibitor","AB680","Drug","DGidb","Drug-Gene Interation",""
"SLC1A6","Gene","inhibitor","THREO-3-METHYLGLUTAMATE","Drug","DGidb","Drug-Gene Interation",""
"PIK3C2G","Gene","inhibitor","BGJ398","Drug","DGidb","Drug-Gene Interation",""
"HTR5A","Gene","agonist","[3H]5-CT","Drug","DGidb","Drug-Gene Interation",""
"PIK3R4","Gene","inhibitor","PI-103","Drug","DGidb","Drug-Gene Interation",""
"GPR119","Gene","agonist","COMPOUND 8G","Drug","DGidb","Drug-Gene Interation","21444206"
"PIK3CG","Gene","inhibitor","AZD6482","Drug","DGidb","Drug-Gene Interation",""
"CHRM3","Gene","agonist","ACETYLCHOLINE CHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"GABRA6","Gene","positive modulator","TEMAZEPAM","Drug","DGidb","Drug-Gene Interation",""
"ATAD2","Gene","inhibitor","COMPOUND 33","Drug","DGidb","Drug-Gene Interation","26230603"
"PIK3CD","Gene","inhibitor","TASELISIB","Drug","DGidb","Drug-Gene Interation",""
"FPR2","Gene","agonist","ATLA2","Drug","DGidb","Drug-Gene Interation",""
"BACE2","Gene","inhibitor","EXAMPLE 98","Drug","DGidb","Drug-Gene Interation",""
"HDAC1","Gene","inhibitor","ROMIDEPSIN","Drug","DGidb","Drug-Gene Interation",""
"FLT3","Gene","inhibitor","MERESTINIB","Drug","DGidb","Drug-Gene Interation",""
"TBXA2R","Gene","agonist","CLOPROSTENOL","Drug","DGidb","Drug-Gene Interation",""
"DRD3","Gene","agonist","LEVODOPA","Drug","DGidb","Drug-Gene Interation",""
"ERBB4","Gene","inhibitor","PELITINIB","Drug","DGidb","Drug-Gene Interation",""
"UBA3","Gene","inhibitor","PEVONEDISTAT","Drug","DGidb","Drug-Gene Interation",""
"CHRM3","Gene","antagonist","HEXAHYDROSILADIFENIDOL","Drug","DGidb","Drug-Gene Interation",""
"MTOR","Gene","inhibitor","PP121","Drug","DGidb","Drug-Gene Interation",""
"CNR2","Gene","agonist","Tedalinab","Drug","DGidb","Drug-Gene Interation",""
"FGFR1","Gene","inhibitor","PEMIGATINIB","Drug","DGidb","Drug-Gene Interation",""
"CCR2","Gene","allosteric modulator","AZD2423","Drug","DGidb","Drug-Gene Interation",""
"FPR3","Gene","agonist","FMET-MET-TYR-ALA-LEU-PHE","Drug","DGidb","Drug-Gene Interation",""
"CACNA1C","Gene","blocker","DILTIAZEM","Drug","DGidb","Drug-Gene Interation",""
"RIPK1","Gene","inhibitor","PONATINIB","Drug","DGidb","Drug-Gene Interation",""
"ERBB2","Gene","inhibitor","AC-480","Drug","DGidb","Drug-Gene Interation",""
"HTR1D","Gene","agonist","NARATRIPTAN HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"KIT","Gene","inhibitor","DOVITINIB","Drug","DGidb","Drug-Gene Interation",""
"CHRM1","Gene","allosteric modulator","WIN 62,577","Drug","DGidb","Drug-Gene Interation",""
"GRM2","Gene","allosteric modulator","[3H]JNJ-40068782","Drug","DGidb","Drug-Gene Interation",""
"TUBA1B","Gene","inhibitor","VINORELBIN DITARTRATE","Drug","DGidb","Drug-Gene Interation",""
"GABRA4","Gene","positive modulator","CHLORDIAZEPOXIDE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"RARB","Gene","agonist","CD666","Drug","DGidb","Drug-Gene Interation",""
"NTRK1","Gene","inhibitor","GR-389988","Drug","DGidb","Drug-Gene Interation",""
"MMP13","Gene","inhibitor","APRATASTAT","Drug","DGidb","Drug-Gene Interation",""
"GC","Gene","inhibitor","ANISINDIONE","Drug","DGidb","Drug-Gene Interation",""
"ADRA2A","Gene","agonist","CLONIDINE","Drug","DGidb","Drug-Gene Interation",""
"ADRA1D","Gene","antagonist","RS-100329","Drug","DGidb","Drug-Gene Interation",""
"AURKB","Gene","inhibitor","DANUSERTIB","Drug","DGidb","Drug-Gene Interation",""
"NR1H3","Gene","agonist","24(S)-HYDROXYCHOLESTEROL","Drug","DGidb","Drug-Gene Interation",""
"NUAK1","Gene","inhibitor","CERDULATINIB","Drug","DGidb","Drug-Gene Interation",""
"PDE4A","Gene","inhibitor","AMINOPHYLLINE","Drug","DGidb","Drug-Gene Interation",""
"GRIN2C","Gene","antagonist","SELFOTEL","Drug","DGidb","Drug-Gene Interation",""
"KDR","Gene","inhibitor","CEDIRANIB","Drug","DGidb","Drug-Gene Interation",""
"GPR119","Gene","agonist","COMPOUND 1","Drug","DGidb","Drug-Gene Interation","21939274"
"HDAC1","Gene","inhibitor","SCRIPTAID","Drug","DGidb","Drug-Gene Interation",""
"CDC7","Gene","inhibitor","NMS-1116354","Drug","DGidb","Drug-Gene Interation",""
"ENPP2","Gene","inhibitor","EXAMPLE 2","Drug","DGidb","Drug-Gene Interation",""
"PDE5A","Gene","inhibitor","SCH51866","Drug","DGidb","Drug-Gene Interation",""
"SIRT1","Gene","inhibitor","SELISISTAT","Drug","DGidb","Drug-Gene Interation",""
"CHRNA3","Gene","agonist","TC-6499","Drug","DGidb","Drug-Gene Interation",""
"HTR2C","Gene","antagonist","TRAZODONE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"EDNRA","Gene","antagonist","BOSENTAN","Drug","DGidb","Drug-Gene Interation",""
"OPRL1","Gene","agonist","NOCICEPTIN/ORPHANIN FQ","Drug","DGidb","Drug-Gene Interation",""
"HTR3A","Gene","antagonist","VORTIOXETINE HYDROBROMIDE","Drug","DGidb","Drug-Gene Interation",""
"ACHE","Gene","inhibitor","NEOSTIGMINE","Drug","DGidb","Drug-Gene Interation",""
"FYN","Gene","inhibitor","COMPOUND 25","Drug","DGidb","Drug-Gene Interation","31260299"
"GNRHR","Gene","agonist","ALARELIN","Drug","DGidb","Drug-Gene Interation",""
"HTR5A","Gene","agonist","SUMATRIPTAN","Drug","DGidb","Drug-Gene Interation",""
"NR3C2","Gene","agonist","DEOXYCORTICOSTERONE","Drug","DGidb","Drug-Gene Interation",""
"HDAC9","Gene","inhibitor","PCI-24781","Drug","DGidb","Drug-Gene Interation",""
"CHRM5","Gene","antagonist","MUSCARINIC TOXIN 7","Drug","DGidb","Drug-Gene Interation",""
"PTGER4","Gene","antagonist","MK-2894","Drug","DGidb","Drug-Gene Interation",""
"NOX1","Gene","inhibitor","GKT136901","Drug","DGidb","Drug-Gene Interation",""
"SLC6A9","Gene","inhibitor","LY2365109","Drug","DGidb","Drug-Gene Interation",""
